company_name,cik,has_exhibit21,exhibit21_url,subsidiary_count,reason
AAON Inc,824142,True,https://www.sec.gov/Archives/edgar/data/824142/000082414225000039/aaon_10k123124ex21.htm,3,Exhibit-21 found
AAR Corp,1750,True,https://www.sec.gov/Archives/edgar/data/1750/000141057825001475/air-20250531xex21d1.htm,39,Exhibit-21 found
AB International Group Corp,1605331,False,,0,"10-K found, but Exhibit-21 missing"
Abacus Life Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Abbott Laboratories,1800,False,,0,"10-K found, but Exhibit-21 missing"
Abbvie Inc,1551152,True,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000020/abbv-20241231xex21.htm,27,Exhibit-21 found
Abcellera Biologics Inc,1703057,False,,0,"10-K found, but Exhibit-21 missing"
Abeona Therapeutics Inc,318306,True,https://www.sec.gov/Archives/edgar/data/318306/000149315225010978/ex21.htm,2,Exhibit-21 found
Abercrombie & Fitch Co,1018840,False,,0,"10-K found, but Exhibit-21 missing"
Abpro Holdings Inc,1893219,False,,0,"10-K found, but Exhibit-21 missing"
Abrdn ASIA-Pacific Income FUND Inc,790500,False,,0,No 10-K found
Abrdn Gold ETF Trust,1450923,False,,0,"10-K found, but Exhibit-21 missing"
Acacia Research Corp,934549,True,https://www.sec.gov/Archives/edgar/data/934549/000093454925000004/actg-20241231xex211.htm,3,Exhibit-21 found
Academy Sports & Outdoors Inc,1817358,False,,0,"10-K found, but Exhibit-21 missing"
Acadia Healthcare Company Inc,1520697,True,https://www.sec.gov/Archives/edgar/data/1520697/000095017025029095/achc-ex21.htm,214,Exhibit-21 found
Acadia Pharmaceuticals Inc,1070494,True,https://www.sec.gov/Archives/edgar/data/1070494/000095017025029253/acad-ex21_1.htm,3,Exhibit-21 found
Acadia Realty Trust,899629,True,https://www.sec.gov/Archives/edgar/data/899629/000095017025021145/akr-ex21_1.htm,353,Exhibit-21 found
Accel Entertainment Inc,1698991,False,,0,"10-K found, but Exhibit-21 missing"
Accelerate Diagnostics Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Accenture PLC,1467373,False,,0,"10-K found, but Exhibit-21 missing"
ACCO Brands Corp,712034,True,https://www.sec.gov/Archives/edgar/data/712034/000095017025024931/acco-ex21_1.htm,13,Exhibit-21 found
Accolade Inc,1326801,False,,0,"10-K found, but Exhibit-21 missing"
Accredited Solutions Inc,1464865,False,,0,"10-K found, but Exhibit-21 missing"
Accuray Inc,1138723,True,https://www.sec.gov/Archives/edgar/data/1138723/000119312525191242/aray-ex21_1.htm,8,Exhibit-21 found
Acelyrin Inc,1326801,False,,0,"10-K found, but Exhibit-21 missing"
Aceztech Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
Achieve LIFE Sciences Inc,949858,True,https://www.sec.gov/Archives/edgar/data/949858/000095017025036831/achv-ex21_1.htm,3,Exhibit-21 found
ACI Worldwide Inc,935036,False,,0,"10-K found, but Exhibit-21 missing"
Aclarion Inc,1635077,False,,0,"10-K found, but Exhibit-21 missing"
Aclaris Therapeutics Inc,1557746,False,,0,"10-K found, but Exhibit-21 missing"
ACME United Corp,2098,True,https://www.sec.gov/Archives/edgar/data/2098/000095017025034843/acu-ex21.htm,1,Exhibit-21 found
Acorn Energy Inc,880984,True,https://www.sec.gov/Archives/edgar/data/880984/000149315225009325/ex21-1.htm,2,Exhibit-21 found
Acreage Holdings Inc,1507605,False,,0,"10-K found, but Exhibit-21 missing"
Acres Commercial Realty Corp,1332551,True,https://www.sec.gov/Archives/edgar/data/1332551/000095017025039661/acr-ex21_1.htm,34,Exhibit-21 found
Actelis Networks Inc,1141284,False,,0,"10-K found, but Exhibit-21 missing"
Actinium Pharmaceuticals Inc,1388320,False,,0,"10-K found, but Exhibit-21 missing"
Actuate Therapeutics Inc,1652935,True,https://www.sec.gov/Archives/edgar/data/1652935/000168316825001581/actuate_ex2101.htm,1,Exhibit-21 found
Acuity Brands Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Acumen Pharmaceuticals Inc,1576885,False,,0,"10-K found, but Exhibit-21 missing"
Acura Pharmaceuticals Inc,1736243,True,https://www.sec.gov/Archives/edgar/data/1736243/000155837025003117/acxp-20241231xex21d1.htm,0,Exhibit-21 found
Acuren Corp,1037038,True,https://www.sec.gov/Archives/edgar/data/1037038/000103703825000011/rl-20250329x10kex211.htm,51,Exhibit-21 found
Acurx Pharmaceuticals Inc,1736243,True,https://www.sec.gov/Archives/edgar/data/1736243/000155837025003117/acxp-20241231xex21d1.htm,0,Exhibit-21 found
Acushnet Holdings Corp,1672013,False,,0,"10-K found, but Exhibit-21 missing"
Acutus Medical Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
ACV Auctions Inc,1637873,False,,0,"10-K found, but Exhibit-21 missing"
Adagio Medical Holdings Inc,2006986,False,,0,"10-K found, but Exhibit-21 missing"
Adamas One Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
Adams Diversified Equity FUND Inc,2230,False,,0,No 10-K found
Adams Resources & Energy Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Adapthealth Corp,1725255,True,https://www.sec.gov/Archives/edgar/data/1725255/000162828025007740/ahco-20241231xex211.htm,229,Exhibit-21 found
Adaptimmune Therapeutics PLC,1621227,True,https://www.sec.gov/Archives/edgar/data/1621227/000155837025003544/adap-20241231xex21d1.htm,4,Exhibit-21 found
Adaptive Biotechnologies Corp,1478320,False,,0,"10-K found, but Exhibit-21 missing"
ADC Therapeutics SA,1771910,False,,0,"10-K found, but Exhibit-21 missing"
Addentax Group Corp,1650101,True,https://www.sec.gov/Archives/edgar/data/1650101/000164117225017050/ex21-1.htm,11,Exhibit-21 found
Addus Homecare Corp,1468328,True,https://www.sec.gov/Archives/edgar/data/1468328/000095017025026747/adus-ex21_1.htm,42,Exhibit-21 found
Addvantage Technologies Group Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Adeia Inc,1803696,True,https://www.sec.gov/Archives/edgar/data/1803696/000095017025023148/adea-ex21_1.htm,17,Exhibit-21 found
Adial Pharmaceuticals Inc,1513525,False,,0,"10-K found, but Exhibit-21 missing"
Adicet Bio Inc,1720580,False,,0,"10-K found, but Exhibit-21 missing"
Adient PLC,1670541,False,,0,"10-K found, but Exhibit-21 missing"
ADM Tronics Unlimited Inc,849401,False,,0,"10-K found, but Exhibit-21 missing"
ADMA Biologics Inc,1368514,True,https://www.sec.gov/Archives/edgar/data/1368514/000114036125009257/ef20038923_ex21-1.htm,6,Exhibit-21 found
Adobe Inc,796343,True,https://www.sec.gov/Archives/edgar/data/796343/000079634325000004/adbeex211fy24.htm,25,Exhibit-21 found
Adtalem Global Education Inc,730464,True,https://www.sec.gov/Archives/edgar/data/730464/000155837025010780/atge-20250630xex21d1.htm,2,Exhibit-21 found
Adtran Holdings Inc,926282,True,https://www.sec.gov/Archives/edgar/data/926282/000095017025031056/adtn-ex21.htm,20,Exhibit-21 found
Advance AUTO Parts Inc,1158449,False,,0,"10-K found, but Exhibit-21 missing"
Advanced Energy Industries Inc,927003,True,https://www.sec.gov/Archives/edgar/data/927003/000155837025001038/aeis-20241231xex21d1.htm,42,Exhibit-21 found
Advanced Flower Capital Inc,1822523,True,https://www.sec.gov/Archives/edgar/data/1822523/000182252325000003/ex211listofsubsidiariesoft.htm,1,Exhibit-21 found
Advanced Micro Devices Inc,2488,True,https://www.sec.gov/Archives/edgar/data/2488/000000248825000012/ex21-10kfy2412_28.htm,40,Exhibit-21 found
Advansix Inc,1673985,False,,0,"10-K found, but Exhibit-21 missing"
Advent Convertible & Income FUND,1219120,False,,0,No 10-K found
Advent Technologies Holdings Inc,1744494,True,https://www.sec.gov/Archives/edgar/data/1744494/000182912625004289/adventtech_ex21-1.htm,2,Exhibit-21 found
Adverum Biotechnologies Inc,1501756,False,,0,"10-K found, but Exhibit-21 missing"
Aecom,868857,False,,0,"10-K found, but Exhibit-21 missing"
AEHR TEST Systems,1040470,True,https://www.sec.gov/Archives/edgar/data/1040470/000165495425008553/aehr_ex211.htm,2,Exhibit-21 found
AEI Income & Growth FUND XXII Ltd Partnership,931755,False,,0,"10-K found, but Exhibit-21 missing"
Aeluma Inc,1828805,False,,0,"10-K found, but Exhibit-21 missing"
AEON Biopharma Inc,1837607,True,https://www.sec.gov/Archives/edgar/data/1837607/000183760725000022/aeon-20241231xex21.htm,2,Exhibit-21 found
Aeries Technology Inc,1853044,False,,0,"10-K found, but Exhibit-21 missing"
Aerkomm Inc,1326801,False,,0,"10-K found, but Exhibit-21 missing"
Aerovate Therapeutics Inc,1744659,False,,0,"10-K found, but Exhibit-21 missing"
Aerovironment Inc,1368622,True,https://www.sec.gov/Archives/edgar/data/1368622/000155837025008838/avav-20250430xex21d1.htm,2,Exhibit-21 found
Aersale Corp,1754170,True,https://www.sec.gov/Archives/edgar/data/1754170/000155837025002624/asle-20241231xex21d1.htm,11,Exhibit-21 found
Aerwins Technologies Inc,1113232,True,https://www.sec.gov/Archives/edgar/data/1113232/000155837025001855/acls-20241231xex21d1.htm,6,Exhibit-21 found
AES Corp,874761,False,,0,"10-K found, but Exhibit-21 missing"
Aethlon Medical Inc,882291,True,https://www.sec.gov/Archives/edgar/data/882291/000168316825004780/aethlon_ex2101.htm,1,Exhibit-21 found
Aeva Technologies Inc,1789029,True,https://www.sec.gov/Archives/edgar/data/1789029/000095017025042849/aeva-ex21_1.htm,2,Exhibit-21 found
AFB Ltd,1091587,False,,0,No 10-K found
Affiliated Managers Group Inc,1004434,False,,0,"10-K found, but Exhibit-21 missing"
Affirm Holdings Inc,1820953,False,,0,"10-K found, but Exhibit-21 missing"
Aflac Inc,4977,True,https://www.sec.gov/Archives/edgar/data/4977/000000497725000047/afl123124ex21.htm,58,Exhibit-21 found
African Agriculture Holdings Inc,1809587,False,,0,No 10-K found
AG Mortgage Investment Trust Inc,1514281,False,,0,"10-K found, but Exhibit-21 missing"
Agape ATP Corp,1713210,False,,0,"10-K found, but Exhibit-21 missing"
AGCO Corp /De,880266,True,https://www.sec.gov/Archives/edgar/data/880266/000088026625000011/agcoex211-202410xk.htm,47,Exhibit-21 found
Ageagle Aerial Systems Inc,8504,True,https://www.sec.gov/Archives/edgar/data/8504/000164117225001563/ex21-1.htm,5,Exhibit-21 found
Agilent Technologies Inc,1090872,False,,0,"10-K found, but Exhibit-21 missing"
Agilon Health Inc,1831097,True,https://www.sec.gov/Archives/edgar/data/1831097/000162828025007721/ex-211_2024.htm,90,Exhibit-21 found
Agilysys Inc,78749,True,https://www.sec.gov/Archives/edgar/data/78749/000095017025076527/agys-ex21.htm,12,Exhibit-21 found
Agios Pharmaceuticals Inc,1439222,True,https://www.sec.gov/Archives/edgar/data/1439222/000143922225000009/agio-ex211x123124.htm,0,Exhibit-21 found
Agree Realty Corp,917251,True,https://www.sec.gov/Archives/edgar/data/917251/000155837025000803/adc-20241231xex21.htm,71,Exhibit-21 found
Agriculture & Natural Solutions Acquisition Corp,1854149,False,,0,"10-K found, but Exhibit-21 missing"
Agriforce Growing Systems Ltd,858877,False,,0,"10-K found, but Exhibit-21 missing"
Agrify Corp,70858,True,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-1231202410xkex21.htm,34,Exhibit-21 found
AI Transportation Acquisition Corp,1045810,False,,0,"10-K found, but Exhibit-21 missing"
Aiadvertising Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Aileron Therapeutics Inc,1744659,False,,0,"10-K found, but Exhibit-21 missing"
Aimei Health Technology Co Ltd,1979005,False,,0,"10-K found, but Exhibit-21 missing"
AIR Industries Group,1009891,False,,0,"10-K found, but Exhibit-21 missing"
AIR Lease Corp,1487712,True,https://www.sec.gov/Archives/edgar/data/1487712/000162828025005392/ex211-q424xye.htm,1,Exhibit-21 found
Air Products & Chemicals Inc,2969,False,,0,"10-K found, but Exhibit-21 missing"
AIR T Inc,353184,True,https://www.sec.gov/Archives/edgar/data/353184/000035318425000044/ex-211to2025form10xkairtinc.htm,33,Exhibit-21 found
Air Transport Services Group Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Aircastle Ltd,1362988,True,https://www.sec.gov/Archives/edgar/data/1362988/000162828025019189/ayrq4202410-kex211.htm,71,Exhibit-21 found
Airgain Inc,1272842,False,,0,"10-K found, but Exhibit-21 missing"
Airjoule Technologies Corp,1855474,True,https://www.sec.gov/Archives/edgar/data/1855474/000101376225002263/ea023165201ex21-1_airjoule.htm,1,Exhibit-21 found
Airsculpt Technologies Inc,1870940,False,,0,"10-K found, but Exhibit-21 missing"
Airship AI Holdings Inc,1842566,False,,0,"10-K found, but Exhibit-21 missing"
AKA Brands Holding Corp,1865107,False,,0,"10-K found, but Exhibit-21 missing"
Akamai Technologies Inc,1086222,False,,0,"10-K found, but Exhibit-21 missing"
Akari Therapeutics PLC,1541157,True,https://www.sec.gov/Archives/edgar/data/1541157/000095017025054278/aktx-ex21_1.htm,6,Exhibit-21 found
Akebia Therapeutics Inc,1517022,False,,0,"10-K found, but Exhibit-21 missing"
Akero Therapeutics Inc,1744659,False,,0,"10-K found, but Exhibit-21 missing"
Akoustis Technologies Inc,1321834,False,,0,"10-K found, but Exhibit-21 missing"
Akoya Biosciences Inc,1676725,False,,0,"10-K found, but Exhibit-21 missing"
Alamo Group Inc,897077,True,https://www.sec.gov/Archives/edgar/data/897077/000089707725000007/a202410kex211.htm,49,Exhibit-21 found
alarm.com Holdings Inc,1459200,True,https://www.sec.gov/Archives/edgar/data/1459200/000145920025000004/ex211subsidiarylist123124.htm,19,Exhibit-21 found
Alaska AIR Group Inc,766421,True,https://www.sec.gov/Archives/edgar/data/766421/000076642125000009/alk10-k12312024ex21.htm,21,Exhibit-21 found
Alaunos Therapeutics Inc,1107421,False,,0,"10-K found, but Exhibit-21 missing"
Albany International Corp,819793,True,https://www.sec.gov/Archives/edgar/data/819793/000081979325000007/ain-20241231xex21.htm,29,Exhibit-21 found
Albemarle Corp,915913,False,,0,"10-K found, but Exhibit-21 missing"
Albertsons Companies Inc,1646972,True,https://www.sec.gov/Archives/edgar/data/1646972/000164697225000052/ex211-scheduleofsubsidiari.htm,181,Exhibit-21 found
Alchemy Investments Acquisition Corp 1,1901336,False,,0,"10-K found, but Exhibit-21 missing"
Alcoa Corp,1675149,True,https://www.sec.gov/Archives/edgar/data/1675149/000095017025024242/aa-ex21_1.htm,9,Exhibit-21 found
Aldel Financial II Inc,2031561,False,,0,"10-K found, but Exhibit-21 missing"
Aldeyra Therapeutics Inc,1341235,True,https://www.sec.gov/Archives/edgar/data/1341235/000095017025030102/aldx-ex21_1.htm,1,Exhibit-21 found
Alerus Financial Corp,903419,False,,0,"10-K found, but Exhibit-21 missing"
Alexander & Baldwin Inc,1545654,True,https://www.sec.gov/Archives/edgar/data/1545654/000154565425000005/a2024ex211subsidiarieslist.htm,137,Exhibit-21 found
Alexanders Inc,3499,False,,0,"10-K found, but Exhibit-21 missing"
Alexandria REAL Estate Equities Inc,1035443,True,https://www.sec.gov/Archives/edgar/data/1035443/000103544325000067/a2024-ex211.htm,2,Exhibit-21 found
Algorhythm Holdings Inc,923601,False,,0,"10-K found, but Exhibit-21 missing"
Alight Inc / Delaware,1809104,True,https://www.sec.gov/Archives/edgar/data/1809104/000180910425000062/alit-20241231xex211xsubsid.htm,25,Exhibit-21 found
Alignment Healthcare Inc,1832466,False,,0,"10-K found, but Exhibit-21 missing"
Aligos Therapeutics Inc,1799448,False,,0,"10-K found, but Exhibit-21 missing"
Alkaline Water Co Inc,1532390,False,,0,"10-K found, but Exhibit-21 missing"
Alkami Technology Inc,1529274,False,,0,"10-K found, but Exhibit-21 missing"
Alkermes PLC,1520262,True,https://www.sec.gov/Archives/edgar/data/1520262/000095017025019011/alks-ex21_1.htm,4,Exhibit-21 found
Allakos Inc,1326801,False,,0,"10-K found, but Exhibit-21 missing"
Allarity Therapeutics Inc,1860657,False,,0,"10-K found, but Exhibit-21 missing"
Allbirds Inc,1653909,False,,0,"10-K found, but Exhibit-21 missing"
Allegiant Travel Co,1362468,False,,0,"10-K found, but Exhibit-21 missing"
Allegion PLC,1579241,False,,0,"10-K found, but Exhibit-21 missing"
Allegro Microsystems Inc,866291,True,https://www.sec.gov/Archives/edgar/data/866291/000095017025076059/algm-ex21_1.htm,8,Exhibit-21 found
Alliance Entertainment Holding Corp,1823584,False,,0,"10-K found, but Exhibit-21 missing"
Alliancebernstein Holding LP,825313,True,https://www.sec.gov/Archives/edgar/data/825313/000082531325000014/ab123124ex21012024subsidia.htm,42,Exhibit-21 found
Alliant Energy Corp,352541,True,https://www.sec.gov/Archives/edgar/data/352541/000035254125000014/lnt1231202410-kex211.htm,3,Exhibit-21 found
Allied Gaming & Entertainment Inc,1708341,True,https://www.sec.gov/Archives/edgar/data/1708341/000121390025052248/ea023809501ex21-1_allied.htm,9,Exhibit-21 found
Allison Transmission Holdings Inc,1411207,True,https://www.sec.gov/Archives/edgar/data/1411207/000095017025019379/alsn-ex21_1.htm,1,Exhibit-21 found
Allogene Therapeutics Inc,1737287,False,,0,"10-K found, but Exhibit-21 missing"
Allovir Inc,1326801,False,,0,"10-K found, but Exhibit-21 missing"
Allstate Corp,899051,False,,0,"10-K found, but Exhibit-21 missing"
Allurion Technologies Inc,1964979,True,https://www.sec.gov/Archives/edgar/data/1964979/000095017025046063/alur-ex21_1.htm,4,Exhibit-21 found
Ally Financial Inc,40729,False,,0,"10-K found, but Exhibit-21 missing"
Alnylam Pharmaceuticals Inc,1178670,False,,0,"10-K found, but Exhibit-21 missing"
Alpha & Omega Semiconductor Ltd,1387467,True,https://www.sec.gov/Archives/edgar/data/1387467/000162828025041297/aoslex211fy2025listofsubsi.htm,6,Exhibit-21 found
Alpha Cognition Inc,1655923,True,https://www.sec.gov/Archives/edgar/data/1655923/000121390025026225/ea023339001ex21_alpha.htm,2,Exhibit-21 found
Alpha Investment Inc,1616736,False,,0,"10-K found, but Exhibit-21 missing"
Alpha Metallurgical Resources Inc,1704715,False,,0,"10-K found, but Exhibit-21 missing"
Alpha PRO TECH Ltd,884269,False,,0,"10-K found, but Exhibit-21 missing"
Alpha Star Acquisition Corp,1865111,True,https://www.sec.gov/Archives/edgar/data/1865111/000149315225008023/ex21-1.htm,1,Exhibit-21 found
Alpha Teknova Inc,1850902,False,,0,"10-K found, but Exhibit-21 missing"
Alphabet Inc,1652044,False,,0,"10-K found, but Exhibit-21 missing"
Alphatec Holdings Inc,1350653,False,,0,"10-K found, but Exhibit-21 missing"
Alphatime Acquisition Corp,1889106,False,,0,"10-K found, but Exhibit-21 missing"
Alphavest Acquisition Corp,1937891,False,,0,"10-K found, but Exhibit-21 missing"
Alpine 4 Holdings Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Alpine Income Property Trust Inc,1786117,True,https://www.sec.gov/Archives/edgar/data/1786117/000155837025000687/pine-20241231xex21d1.htm,73,Exhibit-21 found
Alt5 Sigma Corp,862861,False,,0,"10-K found, but Exhibit-21 missing"
ALTA Equipment Group Inc,1759824,True,https://www.sec.gov/Archives/edgar/data/1759824/000095017025033669/altg-ex21_1.htm,28,Exhibit-21 found
Altair Engineering Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Altair International Corp,1605888,True,https://www.sec.gov/Archives/edgar/data/1605888/000160588825000006/atln-ex21listingofsubsidia.htm,4,Exhibit-21 found
Altenergy Acquisition Corp,1852016,False,,0,"10-K found, but Exhibit-21 missing"
Alternus Clean Energy Inc,1883984,True,https://www.sec.gov/Archives/edgar/data/1883984/000121390025052242/ea024474001ex21-1_alternus.htm,4,Exhibit-21 found
Alterola Biotech Inc,1626878,False,,0,"10-K found, but Exhibit-21 missing"
Alti Global Inc,1838615,False,,0,"10-K found, but Exhibit-21 missing"
Altice USA Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Altimmune Inc,1326190,True,https://www.sec.gov/Archives/edgar/data/1326190/000132619025000015/alt-20241231xex21.htm,2,Exhibit-21 found
Altisource Asset Management Corp,1045810,False,,0,"10-K found, but Exhibit-21 missing"
Altisource Portfolio Solutions SA,1462418,True,https://www.sec.gov/Archives/edgar/data/1462418/000146241825000057/asps12312024-ex211.htm,43,Exhibit-21 found
Alto Ingredients Inc,778164,True,https://www.sec.gov/Archives/edgar/data/778164/000121390025023709/ea023395001ex21-1_altoing.htm,11,Exhibit-21 found
Altria Group Inc,764180,False,,0,"10-K found, but Exhibit-21 missing"
Altus Power Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Alumis Inc,1847367,False,,0,"10-K found, but Exhibit-21 missing"
ALX Oncology Holdings Inc,1810182,True,https://www.sec.gov/Archives/edgar/data/1810182/000095017025034761/alxo-ex21_1.htm,1,Exhibit-21 found
Alzamend Neuro Inc,1677077,False,,0,"10-K found, but Exhibit-21 missing"
Amalgamated Financial Corp,1823608,True,https://www.sec.gov/Archives/edgar/data/1823608/000182360825000015/a202412_amal10-kxex211.htm,35,Exhibit-21 found
A-Mark Precious Metals Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
Amazon Com Inc,1018724,True,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/amzn-20241231xex211.htm,9,Exhibit-21 found
Ambarella Inc,1280263,False,,0,"10-K found, but Exhibit-21 missing"
Ambase Corp,20639,True,https://www.sec.gov/Archives/edgar/data/20639/000114036125010025/ef20038924_ex21.htm,1,Exhibit-21 found
AMC Entertainment Holdings Inc,1411579,True,https://www.sec.gov/Archives/edgar/data/1411579/000141157925000042/amc-20241231xex21.htm,29,Exhibit-21 found
AMC Networks Inc,1514991,True,https://www.sec.gov/Archives/edgar/data/1514991/000151499125000009/amcx-12312024xex21.htm,8,Exhibit-21 found
Amcon Distributing Co,928465,True,https://www.sec.gov/Archives/edgar/data/928465/000110465925108504/dit-20250930xex21d1.htm,16,Exhibit-21 found
Amcor PLC,1748790,False,,0,"10-K found, but Exhibit-21 missing"
Amedisys Inc,1326801,False,,0,"10-K found, but Exhibit-21 missing"
Amentum Holdings Inc,2011286,True,https://www.sec.gov/Archives/edgar/data/2011286/000162828025053993/amtm100325ex211.htm,123,Exhibit-21 found
Amerant Bancorp Inc,1734342,True,https://www.sec.gov/Archives/edgar/data/1734342/000173434225000023/ex211subsidiaries12312024.htm,11,Exhibit-21 found
Ameren Corp,1002910,False,,0,"10-K found, but Exhibit-21 missing"
Ameren Illinois Co,18654,False,,0,"10-K found, but Exhibit-21 missing"
Ameresco Inc,1488139,True,https://www.sec.gov/Archives/edgar/data/1488139/000148813925000018/amrc_20241231x10-kxex211.htm,627,Exhibit-21 found
America Great Health,912595,True,https://www.sec.gov/Archives/edgar/data/912595/000095017025016287/maa-ex21_1.htm,45,Exhibit-21 found
American Airlines Group Inc,6201,True,https://www.sec.gov/Archives/edgar/data/6201/000000620125000010/ex211q42410k.htm,29,Exhibit-21 found
American Assets Trust Inc,1500217,True,https://www.sec.gov/Archives/edgar/data/1500217/000150021725000007/aat-ex211xq42024xlistofsub.htm,57,Exhibit-21 found
American AXLE & Manufacturing Holdings Inc,1062231,False,,0,"10-K found, but Exhibit-21 missing"
American Battery Technology Co,1576873,False,,0,"10-K found, but Exhibit-21 missing"
American Cannabis Company Inc,320193,False,,0,"10-K found, but Exhibit-21 missing"
American Clean Resources Group Inc,773717,False,,0,"10-K found, but Exhibit-21 missing"
American Coastal Insurance Corp,1401521,False,,0,"10-K found, but Exhibit-21 missing"
American Eagle Outfitters Inc,919012,True,https://www.sec.gov/Archives/edgar/data/919012/000095017025042746/aeo-ex21.htm,28,Exhibit-21 found
American Express Co,4962,False,,0,"10-K found, but Exhibit-21 missing"
American Financial Group Inc,1042046,True,https://www.sec.gov/Archives/edgar/data/1042046/000104204625000011/afg-20241231xex21.htm,44,Exhibit-21 found
American Healthcare REIT Inc,1632970,True,https://www.sec.gov/Archives/edgar/data/1632970/000163297025000018/ex211-2024xq410xkahr.htm,704,Exhibit-21 found
American Homes 4 Rent,1562401,False,,0,"10-K found, but Exhibit-21 missing"
American International Group Inc,5272,False,,0,"10-K found, but Exhibit-21 missing"
American International Holdings Corp,1045810,False,,0,"10-K found, but Exhibit-21 missing"
American National Group Inc,1039828,False,,0,"10-K found, but Exhibit-21 missing"
American Oncology Network Inc,1839998,False,,0,"10-K found, but Exhibit-21 missing"
American Outdoor Brands Inc,1808997,False,,0,"10-K found, but Exhibit-21 missing"
American Public Education Inc,1201792,False,,0,"10-K found, but Exhibit-21 missing"
American Rebel Holdings Inc,1648087,True,https://www.sec.gov/Archives/edgar/data/1648087/000164117225003346/ex21-1.htm,5,Exhibit-21 found
American Resources Corp,1590715,False,,0,"10-K found, but Exhibit-21 missing"
American Shared Hospital Services,744825,False,,0,"10-K found, but Exhibit-21 missing"
American States Water Co,1056903,True,https://www.sec.gov/Archives/edgar/data/1056903/000162828025006389/ex21subsidiariesofawr-2024.htm,14,Exhibit-21 found
American Strategic Investment Co,1595527,True,https://www.sec.gov/Archives/edgar/data/1595527/000162828025013880/ex211subsidiarylist123124.htm,9,Exhibit-21 found
American Tower Corp,1053507,False,,0,"10-K found, but Exhibit-21 missing"
American Vanguard Corp,5981,True,https://www.sec.gov/Archives/edgar/data/5981/000095017025078615/avd-ex21.htm,8,Exhibit-21 found
American Well Corp,1393584,True,https://www.sec.gov/Archives/edgar/data/1393584/000095017025019024/amwl-ex21_1.htm,9,Exhibit-21 found
American Woodmark Corp,794619,True,https://www.sec.gov/Archives/edgar/data/794619/000079461925000061/ex-21x2025430.htm,5,Exhibit-21 found
Americann Inc,918541,False,,0,"10-K found, but Exhibit-21 missing"
Americas Carmart Inc,799850,False,,0,"10-K found, but Exhibit-21 missing"
Americold Realty Trust,1455863,False,,0,"10-K found, but Exhibit-21 missing"
Ameriguard Security Services Inc,1514443,True,https://www.sec.gov/Archives/edgar/data/1514443/000182912625003553/ameriguardsec_ex21-1.htm,2,Exhibit-21 found
Ameriprise Financial Inc,820027,False,,0,"10-K found, but Exhibit-21 missing"
Ameris Bancorp,351569,True,https://www.sec.gov/Archives/edgar/data/351569/000035156925000006/abcb12-31x2024ex211.htm,7,Exhibit-21 found
Amerisafe Inc,1018979,False,,0,"10-K found, but Exhibit-21 missing"
Ameriserv Financial Inc,707605,True,https://www.sec.gov/Archives/edgar/data/707605/000155837025003291/asrv-20241231xex21d1.htm,1,Exhibit-21 found
AMES National Corp,1132651,False,,0,"10-K found, but Exhibit-21 missing"
Amesite Inc,1807166,False,,0,"10-K found, but Exhibit-21 missing"
Ametek Inc/,1037868,True,https://www.sec.gov/Archives/edgar/data/1037868/000103786825000012/ame-20241231xex21.htm,135,Exhibit-21 found
Amgen Inc,318154,True,https://www.sec.gov/Archives/edgar/data/318154/000031815425000010/amgn-ex21_2024.htm,23,Exhibit-21 found
Amicus Therapeutics Inc,1178879,False,,0,"10-K found, but Exhibit-21 missing"
AMJ Global Technology,2070829,False,,0,No 10-K found
Amkor Technology Inc,1047127,True,https://www.sec.gov/Archives/edgar/data/1047127/000104712725000030/amkr123124ex211.htm,15,Exhibit-21 found
AMMO Inc,1652044,False,,0,"10-K found, but Exhibit-21 missing"
AMN Healthcare Services Inc,1142750,True,https://www.sec.gov/Archives/edgar/data/1142750/000114275025000011/amn-ex211x20241231x10k.htm,24,Exhibit-21 found
Amneal Pharmaceuticals Inc,1723128,False,,0,"10-K found, but Exhibit-21 missing"
Ampco Pittsburgh Corp,6176,True,https://www.sec.gov/Archives/edgar/data/6176/000095017025040259/ap-ex21.htm,5,Exhibit-21 found
